E0,omega0,cutoff_order,plateau_intensity_mean,H5_intensity,H11_intensity,H21_intensity
0.07480005048876565,0.04906283121574287,89,-11.183591272843966,-17.5861934144598,-19.75187183414471,-17.132627127322028
0.08371115094477675,0.06090960848587387,71,-10.886299770163449,-17.2998373784233,-19.368566556167593,-11.578968898828863
0.08208532265738186,0.05226478949271764,83,-11.048340219601727,-17.451435994677293,-19.671071559020657,-10.811612686628276
0.05808757826516537,0.040817571798785895,108,-11.564822412538797,-17.966042062602504,-20.193220456339144,-20.60661882384973
0.07288828270994692,0.0676843104221328,62,-10.80283629863578,-17.32987337264856,-19.299956863751618,-11.333060775623021
0.07309023555239079,0.06694898724549332,65,-10.828003096067757,-17.337123038603128,-19.45118690159533,-11.758449958804569
0.06155965841804178,0.045951564272695394,96,-11.398230784959258,-17.812091867092374,-19.999707401604127,-18.915530594613983
0.09972695524895737,0.04436394088133034,99,-11.344737908801532,-17.424056462616527,-19.628321488414784,-19.09729309753582
0.08357948726050794,0.04541113923830646,97,-11.297352502088835,-17.557664047462758,-19.78151521535912,-19.154516684506678
0.07830272200362483,0.04870352613040804,90,-11.174110324565799,-17.553388075606904,-19.76683636281431,-17.42648074951443
0.09721376254695964,0.0568664818114249,76,-10.975565564830948,-17.230699267538505,-19.390684190287047,-10.564330712638917
0.06388800929580817,0.04502093764841088,98,-11.405898293852681,-17.797887579410876,-19.991149666942103,-19.04183887180053
0.07361203214352278,0.0499332318963233,87,-11.162858744788014,-17.585078616966072,-19.773817701543933,-17.228906337533978
0.08058085545446506,0.041439313958639375,106,-11.374568462111673,-17.66874739096579,-19.895442839824927,-20.995891074034798
0.060952585075505106,0.06689858552146159,64,-10.907061396600062,-17.49584515703097,-19.544919374098797,-11.602563992987854
0.09430158200368274,0.06772376631683956,65,-10.752017723738454,-17.104503376347843,-19.101848894415507,-11.314177283518507
0.09215448172193381,0.06706766064297141,64,-10.771161997303153,-17.13117136067816,-18.887719122472323,-11.274909733882776
0.09438303769357076,0.048794771512583685,91,-11.179332346487593,-17.388910052570534,-19.562672486401535,-17.140486722197824
0.09298416046370586,0.04830136609963191,92,-11.202750178584099,-17.411008313482753,-19.61004650527921,-18.136323682252495
0.09224927160816385,0.05878133437017896,74,-10.900535062853983,-17.248025438767232,-19.434403645859422,-11.028071188323219
0.07565767624648298,0.0650614100333513,66,-10.857188539765314,-17.32886389115711,-19.180953651172757,-11.117691402046121
0.09611990284447139,0.04397394622209266,100,-11.324864521563713,-17.463674394970788,-19.670448131393048,-19.44576259842339
0.07294485892949491,0.05448241044332294,79,-11.035138013305135,-17.517186569535152,-19.670284096508134,-8.599118428013854
0.09337627660655681,0.04451340633338675,99,-11.321743004409658,-17.478309523115907,-19.68740670374366,-19.493313429372677
0.08447360726533583,0.04936018774064069,89,-11.16823542364733,-17.47605298561497,-19.692106258592858,-17.090764532648986
0.06462891109149121,0.050527512230955106,86,-11.222304546161423,-17.687528739967636,-19.85595277473769,-16.0212465686176
